channelid,subscriber_lifetime,views_lifetime,life_uploads,catid,category,View_range,upload_range,last_30_eng,last_30_views
UCnglKfpiY4w8r6dDnCCzILg,1589,98355,81,25,News & Politics,high,low,1,-1574
UCi3U7AZAC1IOYHnDS5wElnw,1590,174050,83,1,Film & Animation,high,low,2,237
UCIEgEGPW0amXSkctyeszdiw,1590,311397,79,22,People & Blogs,high,low,1,356
UC2pUUIIIEEKCX4tB8-PWt_A,1592,471288,110,19,Travel & Events,high,low,5,40
UCDFtwcP117FNaaOxDeQG5lQ,1593,150604,42,22,People & Blogs,high,low,14,861
UCjUMAYm2V_SPilIfCJHt1Mg,1594,470651,25,24,Entertainment,high,low,2,15
UCf0HBtgy1lcbhjLY2UjNJAA,1594,121578,78,26,Howto & Style,high,low,10,132
UCeKnKLaGCAZkVlQhx-CRKfw,1596,3395716,126,24,Entertainment,high,low,5,60
UCl6As552JLx-ZVyDAmhWsoQ,1596,333300,113,24,Entertainment,high,low,2,386
UCtwG1xBLAiyPsfhI0oNkaTw,1597,362553,202,10,Music,high,low,2,55
UCdOZIgWaWC9160VmPG2OPMA,1597,474642,125,27,Education,high,low,3,131
UCnJ9NuIYQlObCiU57EEJvrw,1598,17002,27,22,People & Blogs,high,low,1,-1
UCrBTnz05_O6dxzoLlRGUEKQ,1600,573964,170,10,Music,high,low,4,100
UC0_AQr6lbeMDGi3VYMPIUaw,1601,436046,30,22,People & Blogs,high,low,2,97
UCtCOFKO2jnrr-XVzRYPf15w,1602,224951,49,22,People & Blogs,high,low,2,108
UCwiW3gUtsITUS6rjMNHTUtw,1603,243972,64,19,Travel & Events,high,low,1,107
UC5jRTBifJkDFyQrL6Cd8kjQ,1604,335714,33,22,People & Blogs,high,low,1,218
UCbn3wjIaHaItCHzhSbmNOjQ,1605,347307,417,10,Music,high,low,20,109
UCdk1Ky3USqeQkacnoTCisrw,1607,135152,101,26,Howto & Style,high,low,6,24
UCWLF4slcuqOzVAmHEByrJ8g,1607,452909,167,1,Film & Animation,high,low,19,631
UC-Pr69XLH9NRC2Pp38IJjXg,1608,18389,12,27,Education,high,low,4,98
UCA2QkPzEOTVw5sFpHATSH7A,1608,156013,89,2,Autos & Vehicles,high,low,3,9140
UCVmihik_WgL66ytNitHVwqA,1609,159385,22,22,People & Blogs,high,low,1,276
UC7dtEi7sjipUeJKgqF-1_dQ,1610,331390,45,22,People & Blogs,high,low,3,30
UCq_6OzZBsXwKXhVOozxaupw,1610,399361,1,24,Entertainment,high,low,1,6
UCU7XVC0jMY1tGEUf6m3lC0w,1612,122354,18,19,Travel & Events,high,low,2,3286
UCbM0BXjfhgPKxQdBxdKNMTg,1613,37753,141,22,People & Blogs,high,low,1,75
UCiafMg18onDO3hy5eSAwZ1g,1615,202621,111,26,Howto & Style,high,low,3,107
UCvDAXtV8XsnK7ulm7sNmc_Q,1616,659954,22,22,People & Blogs,high,low,1,79
UCgvjyDb5nsTE1XXFdzfaQqA,1617,906665,560,15,Pets & Animals,high,low,17,50
UCgyiNHaYBkVcZepiWQyOAdA,1617,293113,119,24,Entertainment,high,low,14,577
UCnwcEa9319a-2Hehdm0jBsA,1619,31859,42,27,Education,high,low,1,844
UCR7XrJt4_OL-ayPpiP57lIg,1620,237806,100,10,Music,high,low,3,48
UCSGvLBHwrcDKg9ou-15VUog,1621,5631,22,24,Entertainment,medium,low,1,-1632
UCCZ232puXzy4wnhQSQMz8xg,1621,166802,23,22,People & Blogs,high,low,1,64
UCMuvexp249c28fm2AcFwtSw,1621,87872,40,22,People & Blogs,high,low,3,119
UCJ4hiz1kdUrzbwqDkK0xPNw,1621,418344,113,24,Entertainment,high,low,5,233
UCRTIuYndvGOJ1L9WMePxIZw,1623,261814,41,24,Entertainment,high,low,7,190
UC2E_AMFCPzpVvhSFaUv4aJg,1624,445806,3,10,Music,high,low,2,704
UCouqSY3vYjHFkYe33ra_GeQ,1624,325472,6,22,People & Blogs,high,low,2,1245
UCYVd-lBl7iFOylJaozk-r9A,1625,202418,34,20,Gaming,high,low,1,67
UCThqVMCJv4l7n-7IVMD16bw,1626,429517,101,28,Science & Technology,high,low,3,163
UCCckjicSSiYnzqBkGIaX_7A,1627,14849,72,24,Entertainment,high,low,10,41
UCGdCsk74b7ztq3Zzlh_B7lw,1627,116249,37,10,Music,high,low,2,237
UCJcA5US1dbb6KlNTPhwcH1w,1628,9725,19,22,People & Blogs,medium,low,3,-1598
UC2VVE3SEPWA8u_YAUiB8NRQ,1628,202451,206,27,Education,high,low,11,30
UCDEA6WsJaBc8FDLLRE9h9_A,1629,411967,1072,22,People & Blogs,high,medium,4,15
UCtQutChNyrSDYf0HQKQ-cxg,1629,434830,1669,24,Entertainment,high,medium,7,209
UCjAkHg9aJymyPX0lfiGUmpA,1629,327486,47,10,Music,high,low,17,285
UCmMWXCM7JqXiJQU49xK1jaQ,1630,482873,1000,22,People & Blogs,high,medium,117,-1562
UCxKq--jlPZJlfXdVc6gXfvw,1631,342318,92,19,Travel & Events,high,low,1,216
UCcvJ-viHpnMIuFvMhPAgQ2w,1631,180339,102,27,Education,high,low,2,85
UCnIdZ1_nCmzZLGwdZfwwGgA,1632,101833,25,1,Film & Animation,high,low,1,63
UCP_bxT59fmWRTgvdcou96tA,1633,11483,39,20,Gaming,high,low,1,166
UCPCAPUTfVP62oTju4StR3ZQ,1634,115527,25,10,Music,high,low,3,263
UCae_ZNbBYd-s2j8A2XpvH5Q,1634,25731,15,10,Music,high,low,1,298
UCuQ78wrRHHjUwLfD8_nns_g,1635,229115,145,27,Education,high,low,3,41
UCU1xSYFTB7i3S_TpOb-bbuA,1635,324385,26,28,Science & Technology,high,low,1,99
UCv_zu9OFNr2lufh3gbw4z_Q,1635,119043,29,1,Film & Animation,high,low,1,42
UC3VgRgEl9oOsMZq_hgeEGFw,1636,1000552,55,10,Music,high,low,1,206
UCzjVOkToyc2XSviTEyfxpSw,1637,460899,7,10,Music,high,low,1,24
UC4ewmyVGM5KWjDtzDJp-2Tw,1637,491989,64,22,People & Blogs,high,low,10,657
UC8AiaX4H8cg-qlgp86HQORg,1638,96419,23,27,Education,high,low,3,103
UC1JBWMeb7hoePRNpgeKZp-A,1639,40839,26,22,People & Blogs,high,low,3,-3
UCPt6pddEWgLPGHOptQVgDlA,1642,600746,655,26,Howto & Style,high,low,1,88
UCW5Q3EHcO5kH9oaD4oaMvjw,1642,81840,518,24,Entertainment,high,low,1,330
UCLRmYi2WGzi-xqsBxX1vqwA,1642,534499,79,22,People & Blogs,high,low,1,191
UC3ukqSucjej3e05WAjH-rHg,1643,57245,157,28,Science & Technology,high,low,4,307
UCHdYOl-t_lXEa3EuPn09dFg,1644,36556,18,22,People & Blogs,high,low,1,7
UChn5PdUDA6G_ytOnvAheuUg,1644,166400,40,10,Music,high,low,1,106
UCT_-_Se5WrQXupsc-TIcUGw,1645,44059,40,10,Music,high,low,1,89
UCULp6vofW2yYAXIeo6m2_ow,1645,83795,32,27,Education,high,low,3,29393
UChTZ_ikxSdpOAuqFciM6u0A,1646,352319,163,2,Autos & Vehicles,high,low,6,124
UCNvxPTueKm6nXWDCUaz0-nw,1646,93776,52,28,Science & Technology,high,low,7,111
UCNiCoNh9iV49pVbzT5NsqMQ,1647,308046,35,22,People & Blogs,high,low,2,42
UCj64eTR2KbfmA-IzoAWMp2A,1647,35791,79,22,People & Blogs,high,low,8,33
UCKrAxbCbu06dB11Co8Hm06Q,1647,36443,28,1,Film & Animation,high,low,1,395
UCfH3pnadPJPDYCYeXcZwd8g,1648,657849,192,22,People & Blogs,high,low,1,179
UCa5Nobw_NqfJTlpEItVUDAg,1649,161897,80,10,Music,high,low,1,122
UCTmCB5qviB5k5ohf-KcUVaQ,1649,87222,120,22,People & Blogs,high,low,11,153
UC9U47FsTlA79CR9UUEUbhZw,1649,22917,237,22,People & Blogs,high,low,1,909
UCxql5XQc96LNdl6H3pdfWQA,1650,75852,18,22,People & Blogs,high,low,1,618
UCggOWGDO077YR60WAMyL-mA,1652,192685,29,22,People & Blogs,high,low,5,66
UCP9xGOm_aQD-FamMbD77i1w,1652,254582,63,10,Music,high,low,4,205
UCRHwrSwmzk2gEhFM4HHdSIw,1652,37276,28,22,People & Blogs,high,low,1,3666
UCntgV6c71l84407sjuIRBhQ,1654,414140,39,22,People & Blogs,high,low,1,51
UCwsKR-3efQK_x5eIGVj2ayQ,1655,518824,115,10,Music,high,low,2,508
UCDzJ87sHG9wpRezxbmwIc2Q,1655,77323,47,22,People & Blogs,high,low,1,214
UCg3RlMBG1JO3DHHIUA3a4Dw,1656,416021,41,10,Music,high,low,3,107
UClB0mesS7iJaNfRjDnAjmbg,1657,173986,103,1,Film & Animation,high,low,1,183
UCihKyuR5ZToVIUDTuuXniQQ,1658,79700,65,10,Music,high,low,1,112
UCnLPJcdONDmwJWrkqyaan8Q,1659,869497,41,28,Science & Technology,high,low,1,28
UCC-M2t4T6Rzsk08xneyU0Ug,1660,497039,1041,25,News & Politics,high,medium,62,34
UC8gKpAV6Hz8iqtRDdL757IQ,1660,99041,93,10,Music,high,low,1,117
UCiML7eOhpoQGo4pc6tmaHEg,1660,295008,66,22,People & Blogs,high,low,3,167
UCg2KIDtYexa9AEvNpXAi-4g,1661,842801,306,24,Entertainment,high,low,3,72
UC2gb9q5pRi_eeONz9twUQ1A,1661,45926,62,1,Film & Animation,high,low,1,111
UCrEyM_ga3lRmQdTdkTBNgQQ,1662,147940,259,28,Science & Technology,high,low,5,95
UC5RnQoAvOtHUKlZs9m8JpPQ,1662,109144,99,28,Science & Technology,high,low,7,45
UCf9DPYTSu66S3rqrfRVjVlg,1662,118186,74,22,People & Blogs,high,low,10,281
UCor8PR65Sl_bj03sICmZFew,1664,89142,42,22,People & Blogs,high,low,1,166
UCHK7y4hXIGEPzBKiz0b9vvQ,1665,6595,14,24,Entertainment,medium,low,1,56
UCi3vCySDiAjTS2MXoLFgxNA,1666,400129,105,22,People & Blogs,high,low,5,79
UC6cWygHgP3r69ntMUYoiqzw,1668,16188,28,22,People & Blogs,high,low,1,11
UCuAZUDb29qfE1FkvLkXEyuA,1668,575699,295,20,Gaming,high,low,1,328
UC0Vtw0G3Of5YmX27l3ruHrQ,1670,76492,92,24,Entertainment,high,low,1,99
UCIDerI5rDVF4NQ7rRCzS_pw,1672,275007,17,24,Entertainment,high,low,92,21
UCCbPDAEfIqd5rN3KaJccutQ,1673,2197,33,22,People & Blogs,medium,low,1,1161
UCm2sE9IVvfstXflrulLd8wQ,1674,292425,133,22,People & Blogs,high,low,1,304
UC52McG7Vbz0Cv22biA-V6Rg,1675,113430,39,24,Entertainment,high,low,1,16
UCCTf6c3yDwKl-Ob9jIkCxrA,1675,908221,33,20,Gaming,high,low,1,123
UCE3UB1-DE1z12D5b6xGJCUg,1675,135861,294,27,Education,high,low,15,91
UCCltGNBQKiYHgnSObNPw7Yw,1677,85499,359,27,Education,high,low,7,148
UC-ly6o4Ml-xqsHp7f0aWijg,1677,159866,44,22,People & Blogs,high,low,1,-1667
UCQAQo_KR-rFY7fRRyM11v0g,1678,1324607,66,1,Film & Animation,high,low,4,37
UCIGDkbkCsmMO1BO9mYIyarw,1679,691017,601,24,Entertainment,high,low,75,119
UCL0MOGH9zj2FXtdlE7g1x2w,1679,536371,95,27,Education,high,low,2,127
UCmpGVCWt-yGZHI5LTzNhsDQ,1679,1085032,779,22,People & Blogs,high,low,38,505
UCpH_nDp9_fBbkMhmA5QrhMg,1680,126046,124,10,Music,high,low,11,164
UCiP--P5dx-vg6WeI56J4esQ,1680,92695,215,27,Education,high,low,24,25
UCxUdGnooL1rpKcaTtcLwY4g,1682,74239,372,20,Gaming,high,low,2,4639
UCs6hBahyMUAu0_yT5TqkN2g,1682,230556,219,28,Science & Technology,high,low,1,288
UCEok2jwfklqkougM50PECQw,1684,731622,447,17,Sports,high,low,1,27
UClIVRIQOlz0NvR6-1SMesEg,1684,65302,137,20,Gaming,high,low,1,-9
UCf65x6-YwHSntw9rWrQPU3A,1684,383456,1202,24,Entertainment,high,medium,33,253
UCLCeRIPnoJvDRQwFkp-_-5g,1684,227940,66,27,Education,high,low,1,1015
UCPqYVHrwnjS2nZ3KAdFfUyA,1686,69254,20,10,Music,high,low,1,85
UCu1GOZlbrJiQbt2ZYg_XnfQ,1687,825024,113,22,People & Blogs,high,low,1,179
UC9IjxQDZ-3BoG_wxNIFUcdg,1687,382277,282,24,Entertainment,high,low,1,507
UC4PUE_7nOp8MATW0TpX9vFg,1688,360005,3,22,People & Blogs,high,low,1,215
UCQhA_XJbZfge3B4GnEMdz0Q,1689,498976,240,10,Music,high,low,4,130
UClUVw2dFR4xj9DhTP4SnPOA,1690,327143,317,25,News & Politics,high,low,3,38
UCVsgEMn-_7_FxIYscDsVyAw,1690,184762,47,10,Music,high,low,2,166
UC1n8TysxGshKMfsUGNuUkew,1692,721524,28,10,Music,high,low,2,1802
UClsobSHiSalYc5SrOiUm7qg,1692,27007,65,27,Education,high,low,1,177
UCQMFNEYlKWmm-8c2FQscFTw,1692,137077,189,24,Entertainment,high,low,2,3050
UCN5F_5_Ng1b5nahbcU_rHvg,1693,518300,41,24,Entertainment,high,low,1,38
UCoGG2oOd8Oh5VKeLwxxgwzw,1693,490655,724,19,Travel & Events,high,low,1,93
UCoclMiXGII5cOSQNIPBK-jQ,1693,86938,86,27,Education,high,low,34,190
UCI7Smt7HoGhuzqPBEOQ3R-Q,1693,253282,87,10,Music,high,low,2,187
UCOuiO3_-SBxnZ7-zAVSsShw,1694,19324,36,22,People & Blogs,high,low,1,488
UCABlutcbSEUR7svfcSRsRmA,1694,90541,65,25,News & Politics,high,low,1,1698
UCwxZQvFYEXu5jO2PAB7IDrg,1695,201910,133,25,News & Politics,high,low,1,140
UCuhGulcGms9rttRLMznfJlw,1696,127388,96,27,Education,high,low,1,232
UC8xwxKK6Exr-1zXqlL_ZhWA,1696,114030,162,19,Travel & Events,high,low,2,29
UCMGYjDTLdlHBzqabhZhMUBA,1697,411287,145,10,Music,high,low,8,258
UCdvIHuJpbX7W9kzrB0IONEA,1697,137797,27,23,Comedy,high,low,18,437
UC84gEC_cEgDxMEx8PyM00Mg,1698,268976,98,28,Science & Technology,high,low,1,74
UCIbwubR5bhi3InnazL30kCA,1698,561997,38,28,Science & Technology,high,low,3,212
UCVBTSAoRtIshUSPLmgPldbw,1699,224582,110,22,People & Blogs,high,low,4,147
UCJcuYDh5kdDhpRv2QrizSMg,1700,22900,24,26,Howto & Style,high,low,1,-10
UCI_oZ0pYcZiVo5IxArymNAQ,1701,482211,158,24,Entertainment,high,low,2,81
UCc5ydnL40yhOau8H_he_SGQ,1701,386177,65,24,Entertainment,high,low,5,335
UCoK2fRbs-7XilLkXqoxKaoQ,1701,152891,23,24,Entertainment,high,low,3,217
UCTYT0icw4HBemQXvZugpOlg,1701,43250,18,25,News & Politics,high,low,1,23173
UCoqGt_aotFKirVnYdURNdUg,1702,64127,81,27,Education,high,low,1,182
UC7xldiwEZTt5BbW-TZP-x_g,1702,301843,73,22,People & Blogs,high,low,1,124
UCTw8YKJi_ulnRf8LoZHhBwQ,1703,412952,863,22,People & Blogs,high,low,14,90
UCPBvKelMLt2srCRP2J47mqw,1703,794985,260,10,Music,high,low,2,61
UCyxaCj8wTt8ya7rTKv-pPFA,1703,15515,47,22,People & Blogs,high,low,1,129
UCoC6DyprGJnazre2C1J4jnw,1704,107845,121,27,Education,high,low,6,-1701
UC3p6wVFArTs0qdxKVC1z-Kg,1707,42348,158,28,Science & Technology,high,low,1,66
UCtrO___0gsFbsTdguKqe_1g,1707,259421,20,22,People & Blogs,high,low,2,784
UCKm24b4dk6NSLiSv50QLgng,1711,61296,61,27,Education,high,low,1,165
UCFjz1NLZz3CRrwXmnhbdIPA,1712,199833,485,22,People & Blogs,high,low,1,148
UCUEmKlMg1CThJXtASQgr_vg,1713,231565,141,22,People & Blogs,high,low,1,71
UCNC9ZKLVe5lJFvLggmQo0zA,1713,94798,37,24,Entertainment,high,low,1,11245
UCKvTPe-91zs_gfaCq4a2x2Q,1714,349317,228,24,Entertainment,high,low,1,235
UCRbwIlxweXFgZQHDq2gXivQ,1714,212841,15,20,Gaming,high,low,1,3678
UCqTuqGtjwlyElKLmZ5t62AQ,1717,85768,746,24,Entertainment,high,low,1,122
UCrbQqr8N8USvR7nCY8VPlpQ,1718,308266,315,26,Howto & Style,high,low,1,372
UCVLT_oxHq0UX1FGzy0C1ScQ,1720,60748,41,24,Entertainment,high,low,2,185
UCY1tvSV3M9S1p03tkH4e00g,1720,335782,35,23,Comedy,high,low,3,368
UCqwz_IqE1AQ3NLvPPVg4y6Q,1720,223197,7,1,Film & Animation,high,low,2,761
UCM_2oG_-OklPd29JIdJ531A,1720,12045,18,22,People & Blogs,high,low,2,7649
UCrZqDW_AgczN8olrehsbtYA,1725,308361,426,27,Education,high,low,2,121
UCfXlwHLY2Vrg6DPDAqQ2ccQ,1726,125253,213,19,Travel & Events,high,low,15,-1710
UCtlQbrPOBXEjx1-WuyGETwg,1727,76925,5,17,Sports,high,low,2,10
UCH2_VEvTNr_Um9qI3PEl7JA,1728,133674,118,24,Entertainment,high,low,2,527
UCSjAvybdtir2JiuAax2OfSw,1729,184896,7,22,People & Blogs,high,low,1,879
UCBRiNJqlCbVBfuOej5yVDVA,1729,26694,68,27,Education,high,low,1,1033
UCPDV5kL98KA1BDrh750W6Lw,1730,379962,159,22,People & Blogs,high,low,43,28
UCw1IVbpQ1Fr1nQ7fH3G5-yA,1731,210702,407,28,Science & Technology,high,low,1,165
UCjlGKnliitW5FYOQMFV0CrQ,1732,1857028,16,2,Autos & Vehicles,high,low,3,157
UCONw_bxNAmkntp2AEMS-4HA,1732,137910,279,27,Education,high,low,16,291
UCzBDhdHwVDDOqQ6RRe-gFZg,1732,449671,2684,24,Entertainment,high,medium,1,1436
UCg6Dturijms8Mu1rlpHs3zA,1733,286721,34,26,Howto & Style,high,low,2,33
UCCZX8ULl2tOTfSLFa1FNSWg,1733,235914,977,25,News & Politics,high,low,73,225
UCq9iqvOkgDnPkj5sCcw1u9g,1735,19982,12,22,People & Blogs,high,low,1,58
UCFa6AP9Ts4EFZWA6p_TPJmA,1735,119377,93,27,Education,high,low,1,147
UC7NsH-VQijW1OC9aqLQI3RA,1735,352374,314,20,Gaming,high,low,1,176
UCGgqFoBCSvaNDXGbWKlB2aw,1736,38317,22,24,Entertainment,high,low,1,0
UCOX8Fpyvpd7t7ZW_DYidWeg,1737,207367,173,22,People & Blogs,high,low,3,76
UCDAyd2UX7PzBg0lAa-x8QlA,1741,76914,104,10,Music,high,low,1,-1672
UCRmjtNOFV0ejD7xmOE0ZIeg,1742,227061,43,22,People & Blogs,high,low,2,26
UC-L522tg6pvEbO1zn1R9ZLA,1744,107504,152,22,People & Blogs,high,low,21,435
UCJFMC7KVzaSdMzB_eFeNm_A,1746,958115,59,24,Entertainment,high,low,2,51
UC21Ar8d5ViEnpjIcVoup3lA,1746,149113,468,22,People & Blogs,high,low,42,253
UC-PdH-ZSbIGsM6jK1mq55-g,1746,274155,158,28,Science & Technology,high,low,46,364
UCzc-1mUL5ZVEQUvDO-zpLMQ,1747,200017,7,22,People & Blogs,high,low,1,503
UCFDnPgNBbnZLXA-VOB19hQQ,1749,114279,255,20,Gaming,high,low,1,1
UCDC3HK6q0jL-fTiiu8cRocw,1750,1425708,478,24,Entertainment,high,low,1,44
UCZPw85F2qdN0wXMl9bmq2fQ,1750,6415,29,20,Gaming,medium,low,2,16832
UCdV3s1QxFXrRtM9IyhHhTgA,1752,91640,165,19,Travel & Events,high,low,1,-10
UClcXYBf1Dsth2iymM6cDQHg,1753,471200,180,22,People & Blogs,high,low,25,106
UC-mjeiV56Etjcc-cmg3RJQg,1753,338520,117,22,People & Blogs,high,low,2,253
UCR9K_CN3J5eAam1t1CSxsaQ,1755,839125,535,20,Gaming,high,low,24,1518
UCAPHG_hU4rbPYyQZqSH59wQ,1756,1076480,56,1,Film & Animation,high,low,1,29
UCWbCY5EAt1qk9Dr0Kkm-P6g,1756,604255,53,24,Entertainment,high,low,1,28
UCemEGICX53yVbA4S8BJ9GlQ,1756,718812,180,2,Autos & Vehicles,high,low,3,44
UC--J-u9DQne9pxnEP7yDVFQ,1756,91287,109,22,People & Blogs,high,low,15,377
UCw3jUCGblENmom48_OUFl3w,1756,83626,167,27,Education,high,low,3,243
UC3jUjch0RdO77WGyRxjFoTA,1757,18783,57,20,Gaming,high,low,1,747
UCm4rbVOQt8aoFjaJXc5hiSg,1759,96848,43,10,Music,high,low,2,646
UCFSGPyoUJvUVn0SHxDZT1rg,1760,1896169,42,28,Science & Technology,high,low,1,17
UCsFarh3s_8UkR3Rm9BZE6sA,1760,342314,125,1,Film & Animation,high,low,2,83
UCdxpZTV12uxROrhcc_WMsLA,1760,253257,1248,22,People & Blogs,high,medium,39,204
UCKfrvd1jl5dNAzvH2A1SciA,1763,110616,21,22,People & Blogs,high,low,1,1718
UCPamPHH7S9UvbOtlVCXzpIg,1764,80291,55,26,Howto & Style,high,low,2,348
UCLbynYa8mGmqHi404qA3siQ,1765,390696,30,26,Howto & Style,high,low,1,71
UC4FP__U8KDVYK6C8i0WneWQ,1766,146380,196,27,Education,high,low,1,79
UCV_3wG57J1RMafCvE_nDSMg,1768,26742,56,19,Travel & Events,high,low,1,473
UClGIo9fVRMD5U8I_ty1m_Dw,1769,73298,421,27,Education,high,low,1,425
UCqKK5QUGlVtTBko4oQUWUbw,1769,130331,55,1,Film & Animation,high,low,2,826
UCweG_hMMa-eGITnI5OnINoQ,1774,327377,91,25,News & Politics,high,low,1,168
UCOby4MWBBEZq4RU4EXxj-SA,1775,186757,207,28,Science & Technology,high,low,13,331
UCo9NV_XmCjKqrxP5tcs8JxA,1775,132205,167,24,Entertainment,high,low,1,5
UCkFoOfW6YCQRtfG2e5b_qIw,1775,152339,75,28,Science & Technology,high,low,3,217
UCaELxR7CefXj1q2h3otRhcw,1775,216781,64,24,Entertainment,high,low,1,113
UChQ9HwE8hfBMsYiI4fBYs8Q,1776,556128,55,28,Science & Technology,high,low,2,140
UCE2nn_wXUYChi-nhoODfwWg,1777,234858,28,2,Autos & Vehicles,high,low,1,148
UCJoR0w4c4daM6NGvwl4IV-g,1778,922581,38,24,Entertainment,high,low,3,54
UCwI5vxWblXKNvd48isAhWnQ,1778,442658,88,24,Entertainment,high,low,2,116
UCHeinRpG7D-4GguSHDxix2g,1778,189798,99,22,People & Blogs,high,low,1,83
UCSKDgIg9oWADqfpVjKVmRbg,1778,90935,14,10,Music,high,low,1,4238
UChXtS3Ip6ic6qS8LUbh2x_g,1779,401674,166,10,Music,high,low,5,144
UC893rVBKkWIp_EAxvGFG8ow,1781,583650,898,27,Education,high,low,2,82
UC-hWpkn707VYLhO4L-WhmrA,1781,108974,37,23,Comedy,high,low,1,762
UCRNtC3PJtdz9JcTQ_zRbdKg,1782,968845,756,27,Education,high,low,13,34
UCGt26ciEFxj2TDX96IExoUw,1782,136705,43,22,People & Blogs,high,low,1,93
UCu49kLNAKMjwVJyQC8iaRSA,1782,129008,98,27,Education,high,low,7,105
UCp0sG8kc8omhBU1tEHfFkPg,1782,288284,92,26,Howto & Style,high,low,6,-1765
UCxNvUKaAZGkXoDe-QepThew,1782,192925,12,23,Comedy,high,low,2,503
UCgoMDSi9F3ZKciMA4bfZx1w,1783,1067558,98,25,News & Politics,high,low,1,164
UCuJ2xyljk8fi65gUSGm9R6A,1783,140814,85,28,Science & Technology,high,low,2,107
UC1TCbtMqlXkraKJUhjgKEAQ,1783,280491,108,24,Entertainment,high,low,3,85
UC41qQrF7PQJlfg7RsaLPsGw,1787,140732,121,26,Howto & Style,high,low,1,11
UCb_Vt4DegtRZGn_uid0x0Eg,1787,430100,45,22,People & Blogs,high,low,13,101
UC3MlWOLq0XNGSbQdySpEoZw,1788,622418,565,22,People & Blogs,high,low,12,93
UCnnl_k1uD3XG28TdHvJ2wkg,1788,51079,52,24,Entertainment,high,low,6,60
UCs3DcBcoCBuRlsjRS6xYrRg,1788,77786,14,24,Entertainment,high,low,1,438
UCsGJcdP88feaYys_t9ltmRw,1789,686191,33,22,People & Blogs,high,low,4,525
UC6_sFwTd165yChcxIjFxD9w,1789,158245,129,27,Education,high,low,2,99
UC78r1Jm5PZYvv3qb9fdMVhA,1789,81526,26,22,People & Blogs,high,low,1,114
UCGj5xVcZUJCaQ3EbDGnX23w,1792,48321,40,27,Education,high,low,1,1937
UCL9OxZz1r6RJ-2zwo62492Q,1793,283699,37,10,Music,high,low,1,567
UCgWBP1nf5-eiPGBMOZ6XWYg,1793,81636,522,27,Education,high,low,86,52
UCncwhfQid1DGy8TVMGqT4sw,1793,129501,46,22,People & Blogs,high,low,5,281
UCPtA6YrZis6QScKTLRrniLg,1793,154230,290,25,News & Politics,high,low,67,14680
UChne09UDl0BSc7t3HLiCEHA,1794,14085,89,22,People & Blogs,high,low,27,30
UCIQOO-MqjDoev8MMILQZuDA,1794,368614,249,25,News & Politics,high,low,14,98
UCbLivrsY2SzflmVwj4-EFOg,1794,668016,89,24,Entertainment,high,low,1,248
UCJv1wIrBZYVJr2SOYvKJfMA,1794,176419,100,25,News & Politics,high,low,4,190
UC7Y5w3wJVHvKrA5hpsC7dcA,1794,1092471,7,1,Film & Animation,high,low,1,2222
UCbIkhs6momzXj7i3DYuHJbQ,1797,911153,130,10,Music,high,low,1,246
UChbFVpPUBWnCz4I5Ryh-sMA,1798,552263,52,22,People & Blogs,high,low,1,7
UCOQLIHfAdL_pwu4UG93hDhA,1798,103813,190,25,News & Politics,high,low,4,133
UCq6qAs15YjWG40fQGRiBp9w,1798,215733,17,26,Howto & Style,high,low,2,133
UC00gyCWA3489IukfUx5U7fw,1799,487124,136,25,News & Politics,high,low,5,188
UCk5fgc27zTIp3EXce52Fc0Q,1799,172028,48,24,Entertainment,high,low,5,731
UCd9y8t5vDEnWZrXPHEe8lSQ,1800,100283,99,24,Entertainment,high,low,4,98
UC25JOswqpNQPb8F62ULVcTA,1800,818182,51,24,Entertainment,high,low,2,91
UCmryXyOPWN7Kw1PXcJFirbQ,1800,130517,200,24,Entertainment,high,low,1,-1763
UCfmznEq-6OP4NPNk_o5D6bA,1802,605438,49,25,News & Politics,high,low,1,108
UC8R115g7DwTRdthikPZqUCg,1802,738742,62,24,Entertainment,high,low,3,-3
UCEGSjwKZV1GnqRKOqxwM9Gw,1803,467193,466,24,Entertainment,high,low,2,275
UCXx96ResgvM-J5DMRn-aFHQ,1804,262623,66,22,People & Blogs,high,low,1,830
UCt00TD4pmq_warRs0t3SL0A,1806,46571,60,26,Howto & Style,high,low,1,20
UCAL9QAHshZoTii1p7xojyww,1807,147166,31,24,Entertainment,high,low,2,70
UCvhn9JjZ2KZUrVci87PQa5Q,1807,303417,82,28,Science & Technology,high,low,1,205
UCS22O_-zdEdHoQ2wuCMQqnw,1808,79397,482,20,Gaming,high,low,1,58
UCUb4-ATQea66t9spjQ6to3w,1809,83048,13,27,Education,high,low,1,269
UCm2tKltmfV_6yBUs5WQOrKQ,1809,124260,15,22,People & Blogs,high,low,3,349
UCOXZgxN48orv4Ej8dmimMKQ,1810,188338,76,10,Music,high,low,3,45
UCD7xk14z1cGC5SD09WaDKwg,1810,217087,120,26,Howto & Style,high,low,2,1053
UCkjy-wjbEpN3vTgVRyUwRAQ,1811,2348,7,1,Film & Animation,medium,low,3,77
UCSO__JxzHdQkz8BtinIoPeA,1811,167125,138,10,Music,high,low,1,226
UCjsGYFFMh9DwSFolbI4fVGw,1812,105308,59,28,Science & Technology,high,low,5,65
UCi4Yxz3arhtxcHmhpZQywnQ,1812,213419,264,10,Music,high,low,1,62
